id,naam,lowershort,uppershort,type,route,afbeelding,door,capaciteit,stad,lat,lon,adress,
1,GMELL.0.002 - Foyer,gmell0002,GMELL0002,,metteenals je de deur binnen gaat,-,hansdeboeck,1,Melle,0,0,Campus Melle,https://goo.gl/maps/ZGGNrKDoD6S2
2,GVESA.1.176 - : debriefingsruimte,gvesa1176,GVESA1176,,-,-,hansdeboeck,24,Gent,0,0,Campus Vesalius,https://goo.gl/maps/ZGGNrKDoD6S3
3,GMELL.1.007,gmell1007,GMELL1007,,trapgat naast de inkom tot aan het eerste verdiepen en dan de gang links en de 3de deur rechts,-,hansdeboeck,1,Melle,0,0,Campus Melle,https://goo.gl/maps/ZGGNrKDoD6S4
4,GMRCG.1.005,gmrcg1005,GMRCG1005,,-,-,hansdeboeck,1,Gent,0,0,Campus Mercator,https://goo.gl/maps/ZGGNrKDoD6S5
5,GMRCG.1.025,gmrcg1025,GMRCG1025,,-,-,hansdeboeck,1,Gent,0,0,Campus Mercator,https://goo.gl/maps/ZGGNrKDoD6S6
6,GMELL.-1.005 (laptoplokaal),gmell1005,GMELL1005,,-,-,hansdeboeck,20,Melle,0,0,Campus Melle,https://goo.gl/maps/ZGGNrKDoD6S7
7,GLEDE.0.104 (Kattekwaad),kattekwaad,GLEDE0104,,-,-,hansdeboeck,1,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S8
8,GSCHP.0.251,gschp0251,GSCHP0251,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S9
9,GMELL.1.016,gmell1016,GMELL1016,,inkomhal de trap extreem rechts en dan rechts van de gang de glazen deuren,-,hansdeboeck,1,Melle,0,0,Campus Melle,https://goo.gl/maps/ZGGNrKDoD6S10
10,GSCHP.1.218,gschp1218,GSCHP1218,,-,-,hansdeboeck,70,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S11
11,GSCHP.1.121,gschp1121,GSCHP1121,,-,-,hansdeboeck,19,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S12
12,GSCHP.1.104,gschp1104,GSCHP1104,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S13
13,GSCHP.1.215,gschp1215,GSCHP1215,,-,-,hansdeboeck,35,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S14
14,GSCHP.1.252,gschp1252,GSCHP1252,,-,-,hansdeboeck,24,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S15
15,GSCHP.1.105,gschp1105,GSCHP1105,,-,-,hansdeboeck,53,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S16
16,GSCHP.1.214,gschp1214,GSCHP1214,,-,-,hansdeboeck,90,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S17
17,GSCHP.1.212,gschp1212,GSCHP1212,,-,-,hansdeboeck,90,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S18
18,GSCHP.1.213,gschp1213,GSCHP1213,,-,-,hansdeboeck,90,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S19
19,GSCHP.1.102,gschp1102,GSCHP1102,,-,-,hansdeboeck,15,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S20
20,GSCHP.1.052,gschp1052,GSCHP1052,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S21
21,GSCHP.1.053,gschp1053,GSCHP1053,,-,-,hansdeboeck,40,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S22
22,GSCHP.1.055,gschp1055,GSCHP1055,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S23
23,GSCHP.1.056,gschp1056,GSCHP1056,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S24
24,GSCHP.1.057,gschp1057,GSCHP1057,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S25
25,GSCHP.1.221,gschp1221,GSCHP1221,,-,-,hansdeboeck,20,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S26
26,GSCHP.1.217,gschp1217,GSCHP1217,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S27
27,GSCHP.1.255,gschp1255,GSCHP1255,,-,-,hansdeboeck,18,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S28
28,GSCHP.1.254,gschp1254,GSCHP1254,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S29
29,GSCHP.1.257,gschp1257,GSCHP1257,,-,-,hansdeboeck,22,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S30
30,GSCHP.1.060,gschp1060,GSCHP1060,,-,-,hansdeboeck,20,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S31
31,GSCHP.1.262,gschp1262,GSCHP1262,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S32
32,GSCHP.1.108,gschp1108,GSCHP1108,,-,-,hansdeboeck,6,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S33
33,GSCHP.1.054,gschp1054,GSCHP1054,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S34
34,GSCHP.0.204,gschp0204,GSCHP0204,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S35
35,GSCHP.0.217,gschp0217,GSCHP0217,,-,-,hansdeboeck,50,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S36
36,GSCHP.0.154 (PAUD),paud,GSCHP0154,,-,-,hansdeboeck,288,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S37
37,GSCHP.0.117,gschp0117,GSCHP0117,,-,-,hansdeboeck,20,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S38
38,GSCHP.0.221,gschp0221,GSCHP0221,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S39
39,GSCHP.0.161,gschp0161,GSCHP0161,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S40
40,GSCHP.0.162,gschp0162,GSCHP0162,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S41
41,GSCHP.0.051,gschp0051,GSCHP0051,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S42
42,GSCHP.0.057,gschp0057,GSCHP0057,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S43
43,GSCHP.0.059,gschp0059,GSCHP0059,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S44
44,GSCHP.0.116,gschp0116,GSCHP0116,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S45
45,GSCHP.0.126,gschp0126,GSCHP0126,,-,-,hansdeboeck,23,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S46
46,GSCHP.0.201,gschp0201,GSCHP0201,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S47
47,GSCHP.0.262,gschp0262,GSCHP0262,,-,-,hansdeboeck,20,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S48
48,GSCHP.0.122,gschp0122,GSCHP0122,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S49
49,GSCHP.0.151 (Resto P),RestoP,GSCHP0151,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S50
50,GSCHP.0.062,gschp0062,GSCHP0062,,-,-,hansdeboeck,22,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S51
51,GSCHP.0.056,gschp0056,GSCHP0056,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S52
52,GSCHP.0.061,gschp0061,GSCHP0061,,-,-,hansdeboeck,21,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S53
53,GSCHP.0.252,gschp0252,GSCHP0252,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S54
54,GSCHP.0.254,gschp0254,GSCHP0254,,-,-,hansdeboeck,31,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S55
55,GSCHP.0.257,gschp0257,GSCHP0257,,-,-,hansdeboeck,24,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S56
56,GSCHP.0.265,gschp0265,GSCHP0265,,-,-,hansdeboeck,23,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S57
57,GSCHP.0.269,gschp0269,GSCHP0269,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S58
58,GSCHP.0.500,gschp0500,GSCHP0500,,-,-,hansdeboeck,90,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S59
59,GSCHP.0.270,gschp0270,GSCHP0270,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S60
60,GSCHS.0.025,gschs0025,GSCHS0025,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S61
61,GSCHS.2.001 (leslokaal 10),gschs2001,GSCHS2001,,-,-,hansdeboeck,20,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S62
62,GSCHS.1.019,gschs1019,GSCHS1019,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S63
63,GSCHS.1.018,gschs1018,GSCHS1018,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S64
64,GSCHS.1.016,gschs1016,GSCHS1016,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S65
65,GSCHS.1.009,gschs1009,GSCHS1009,,-,-,hansdeboeck,30,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S66
66,GSCHS.1.010,gschs1010,GSCHS1010,,-,-,hansdeboeck,25,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S67
67,GSCHS.1.011,gschs1011,GSCHS1011,,-,-,hansdeboeck,60,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S68
68,GSCHS.1.015 Supervisielokaal FMS,gschs1015,GSCHS1015,,-,-,hansdeboeck,1,Gent,0,0,Campus Schoonmeersen,https://goo.gl/maps/ZGGNrKDoD6S69
69,GBPRO.1.Proefruimte anaerobe ferm.,proefruimte,bot1,,-,-,hansdeboeck,10,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S70
70,GBPRO.1.Maalruimte,maalruimte,bot2,,-,-,hansdeboeck,10,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S71
71,GBPRO.0.Fytopath. Labo,fythopathlabo,bot3,,-,-,hansdeboeck,4,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S72
72,GBPRO.0.Loods,loods,bot4,,-,-,hansdeboeck,40,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S73
73,GBPRO.0.Voorbereidinglok. Monst.,voorbereidingmonsters,bot5,,-,-,hansdeboeck,10,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S74
74,GBPRO.0.fytolokaal,fytolokaal,bot6,,-,-,hansdeboeck,40,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S75
75,GBPRO.0.Leslokaal<40,leslokaal40,bot7,,-,-,hansdeboeck,20,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S76
76,GBPRO.0.Fytopath. Labo,fythopathlabo2,bot8,,-,-,hansdeboeck,40,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S77
77,GBPRO.0.Fytopath. Labo,fythopathlabo3,bot9,,-,-,hansdeboeck,4,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S78
78,GBPRO.0.Polyvalente ruimte,poly1,bot10,,-,-,hansdeboeck,15,Gent,0,0,Site Bottelare,https://goo.gl/maps/ZGGNrKDoD6S79
79,GAARB.2.002 (Aud. G. Aelterman),aelterman,GAARB2002,,-,-,hansdeboeck,106,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S80
80,GAARB.2.016,gaarb2016,GAARB2016,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S81
81,GAARB.2.015,gaarb2015,GAARB2015,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S82
82,GAARB.2.014,gaarb2014,GAARB2014,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S83
83,GAARB.2.010,gaarb2010,GAARB2010,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S84
84,GAARB.2.009,gaarb2009,GAARB2009,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S85
85,GAARB.2.008,gaarb2008,GAARB2008,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S86
86,GAARB.2.013,gaarb2013,GAARB2013,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S87
87,GAARB.2.012,gaarb2012,GAARB2012,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S88
88,GAARB.2.003,gaarb2003,GAARB2003,,-,-,hansdeboeck,16,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S89
89,GAARB.1.024,gaarb1024,GAARB1024,,-,-,hansdeboeck,30,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S90
90,GAARB.1.023,gaarb1023,GAARB1023,,-,-,hansdeboeck,30,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S91
91,GAARB.1.025,gaarb1025,GAARB1025,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S92
92,GAARB.1.009,gaarb1009,GAARB1009,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S93
93,GAARB.1.010,gaarb1010,GAARB1010,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S94
94,GAARB.1.008,gaarb1008,GAARB1008,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S95
95,GAARB.1.007,gaarb1007,GAARB1007,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S96
96,GAARB.1.015,gaarb1015,GAARB1015,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S97
97,GAARB.1.014,gaarb1014,GAARB1014,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S98
98,GAARB.1.013,gaarb1013,GAARB1013,,-,-,hansdeboeck,33,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S99
99,GAARB.0.047,gaarb0047,GAARB0047,,-,-,hansdeboeck,30,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S100
100,GAARB.0.020 (Aud. J. De Ridder),deridder,GAARB0020,,-,-,hansdeboeck,142,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S101
101,GAARB.0.011 (Foyer),foyeraalst,GAARB0011,,-,-,hansdeboeck,1,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S102
102,GAARB.0.027,gaarb0027,GAARB0027,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S103
103,GAARB.0.028,gaarb0028,GAARB0028,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S104
104,GAARB.0.029,gaarb0029,GAARB0029,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S105
105,GAARB.0.032,gaarb0032,GAARB0032,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S106
106,GAARB.0.031,gaarb0031,GAARB0031,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S107
107,GAARB.0.030,gaarb0030,GAARB0030,,-,-,hansdeboeck,35,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S108
108,GAARB.0.033,gaarb0033,GAARB0033,,-,-,hansdeboeck,15,Gent,0,0,Campus Aalst,https://goo.gl/maps/ZGGNrKDoD6S109
109,GLEDE.2.013,glede2013,GLEDE2013,,-,-,hansdeboeck,42,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S110
110,GLEDE.2.014,glede2014,GLEDE2014,,-,-,hansdeboeck,73,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S111
111,GLEDE.2.015 (Zedenleer NCZ),zedenleer,GLEDE2015,,-,-,hansdeboeck,43,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S112
112,GLEDE.2.016 (geschiedenis),geschiedenis,GLEDE2016,,-,-,hansdeboeck,68,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S113
113,GLEDE.2.017,glede2017,GLEDE2017,,-,-,hansdeboeck,49,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S114
114,GLEDE.2.018,glede2018,GLEDE2018,,-,-,hansdeboeck,78,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S115
115,GLEDE.2.019,glede2019,GLEDE2019,,-,-,hansdeboeck,50,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S116
116,GLEDE.2.020,glede2020,GLEDE2020,,-,-,hansdeboeck,36,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S117
117,GLEDE.2.022,glede2022,GLEDE2022,,-,-,hansdeboeck,66,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S118
118,GLEDE.2.023,glede2023,GLEDE2023,,-,-,hansdeboeck,35,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S119
119,GLEDE.2.024,glede2024,GLEDE2024,,-,-,hansdeboeck,28,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S120
120,GLEDE.2.001,glede2001,GLEDE2001,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S121
121,GLEDE.2.004,glede2004,GLEDE2004,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S122
122,GLEDE.2.005,glede2005,GLEDE2005,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S123
123,GLEDE.2.006,glede2006,GLEDE2006,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S124
124,GLEDE.2.007,glede2007,GLEDE2007,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S125
125,GLEDE.2.008,glede2008,GLEDE2008,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S126
126,GLEDE.2.009,glede2009,GLEDE2009,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S127
127,GLEDE.2.012,glede2012,GLEDE2012,,-,-,hansdeboeck,25,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S128
128,GLEDE.1.010,glede1010,GLEDE1010,,-,-,hansdeboeck,50,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S129
129,GLEDE.1.004,glede1004,GLEDE1004,,-,-,hansdeboeck,23,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S130
130,GLEDE.1.003,glede1003,GLEDE1003,,-,-,hansdeboeck,23,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S131
131,GLEDE.1.002,glede1002,GLEDE1002,,-,-,hansdeboeck,23,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S132
132,GLEDE.1.031,glede1031,GLEDE1031,,-,-,hansdeboeck,30,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S133
133,GLEDE.1.028 (Conferentiezaal),conferentiezaal,GLEDE1028,,-,-,hansdeboeck,80,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S134
134,GLEDE.1.026 (muzieklokaal),muzieklokaal,GLEDE1026,,-,-,hansdeboeck,22,Gent,0,0,Campus Ledeganck,https://goo.gl/maps/ZGGNrKDoD6S135
